AGS,Gültige,Union,SPD,Linke,AfD,FDP,Grüne,Sonstige
9374149,2782,35.9,20.3,1.8,12.4,7.3,6,16.3
9374150,1191,35.3,22.4,2,10,8.6,6.4,15.3
9374154,1343,35.6,24.3,2.1,11.2,8.6,8.2,10
9374155,593,41.7,15.3,1,10.3,6.9,4.4,20.4
9374156,762,31.4,23,2.1,16.7,7.1,4.9,14.8
9374157,772,44.2,14.2,1.3,10.2,3.9,7.6,18.6
9374158,1024,30.4,24.5,2.1,12.1,7.3,7.2,16.4
9374159,985,34.9,19,1.8,12.9,7.3,5.3,18.8
9374160,830,40.1,18.4,2.3,6.3,8.3,8.8,15.8
9374162,4872,36.4,21.6,2.1,11.2,7.5,6.5,14.7
9374163,740,38.8,18.4,3,9.3,5.1,6.5,18.9
9374164,1415,36.7,23.4,2.4,13.5,4.9,5,14.1
9374165,1345,38.7,19.4,2.1,9.4,5.8,5.3,19.3
9374166,2588,36.6,24,1.7,12.6,5.9,6.8,12.4
9374168,3200,32.2,25.9,2.4,10,7.7,6.2,15.6
9374170,749,34.4,24,1.7,13,7.1,6.5,13.3
9375113,2185,34.1,17,1.7,10,8.8,9.8,18.6
9375114,1030,41.4,11.4,0.8,10.1,7.7,5.7,22.9
9375115,1225,39.7,16.3,1.6,10,8.9,5,18.5
9375116,1181,40.7,15.5,2.8,10.6,9.1,8.9,12.4
9375117,3366,34.5,17.1,2.1,12.1,10.6,8.8,14.8
9375118,3529,39.7,16.2,1.7,8.8,6.5,9.4,17.7
9375119,3753,38.2,16,1.8,9.4,7.2,8.4,19
9375120,1395,33.5,11.8,2.9,13.8,6.7,7.4,23.9
9375122,955,34.5,18.1,1.5,9,7.6,9.4,19.9
9375127,1380,36,18.6,2.6,7.7,7.5,12.8,14.8
9375130,2735,35.5,17.5,2.3,9.3,9.5,13.5,12.4
9375131,1059,33.6,18.6,2.3,8.5,7.2,9.3,20.5
9375143,1274,42.4,13.7,1.1,12,8.1,7.3,15.4
9375148,5495,41.4,13.4,1.8,10.1,7.2,6.2,19.9
9375153,729,35.8,11.9,1.8,10,10.4,8.1,22
9375156,1891,34.6,18.7,2.5,10.3,6.1,11.8,16
9375161,1541,35.8,15.1,2.5,12.4,9.3,9.3,15.6
9375162,3552,33.8,18.7,2.9,9.5,6.8,12.1,16.2
9375165,8599,31.3,19,2.6,7.9,9.2,16,14
9375170,3066,35.4,14.7,1.9,11.4,8.6,9.3,18.7
9375171,943,31.7,15.5,1.8,14.4,9.2,6.5,20.9
9375174,6319,32.1,17.9,2.8,12.6,10.6,10.2,13.8
9375175,5523,32.2,18.2,2.9,9.8,7.7,14.1,15.1
9375179,5107,33.5,17.5,2.3,9.8,9.1,12.8,15
9375180,4057,34.8,15.7,2.4,7.2,11.6,14.2,14.1
9375181,2453,31.3,16.1,2.7,5.7,8.4,16.5,19.3
9375182,1028,44.8,10.7,1.1,11.3,7.6,6.8,17.7
9375183,2043,42.3,13,1.8,11.6,9.9,6,15.4
9375184,968,26.4,18.8,2.4,10.1,8.3,11.6,22.4
9375190,9885,34.6,18.5,2.1,12.4,8.9,8.6,14.9
9375191,518,45.9,9.7,1.5,12.2,10,4.6,16.1
9375196,4986,34.4,15.3,2.4,11.7,8.9,7.6,19.7
9375199,4952,31.9,18,3.3,7.1,8.8,17.7,13.2
9375201,1351,36.9,14,2.3,10.5,8.7,7.8,19.8
9375204,3450,33.9,16.3,2.7,7.8,11.8,13.7,13.8
9375205,2300,37,14.8,1.3,10.7,8.2,8.5,19.5
9375208,5699,30.9,20.2,2,10,9.2,11.3,16.4
9375209,1714,38,16.5,1.6,9.9,8.9,10.4,14.7
9375210,2854,35.6,16.2,1.8,13.9,9.7,8.6,14.2
9375211,1004,27.1,18,2.6,10.5,7.6,10.8,23.4
9375213,3766,35,19,2.7,9.7,9.2,9.4,15
9376112,603,31.3,17.1,1.3,14.3,6.5,5.6,23.9
9376116,2486,35.8,18.9,2.6,12.8,7.6,6.4,15.9
9376117,2530,30.8,20.9,1.4,17.7,5.7,5.4,18.1
9376119,8065,30.3,22.8,2.5,13.2,9.1,8.8,13.3
9376122,661,33.3,14.8,1.7,14.4,7,5.3,23.5
9376125,1639,39.7,14.8,1.3,11,7.4,7.1,18.7
9376131,436,37.8,21.1,2.1,12.2,6.9,3.9,16
9376133,592,40,11.3,2.2,9.3,6.4,9,21.8
9376141,7255,28.4,24.6,2.8,13.6,8.4,7.6,14.6
9376144,3994,39,18.6,2,10.4,7.2,8.5,14.3
9376146,733,45,13,1.1,8.6,5.3,5,22
9376147,4614,39,14.7,1.9,11.7,7.3,6,19.4
9376148,842,39.8,17.3,1.2,11.2,4.5,4.2,21.8
9376149,5198,33.2,19.3,2.7,14.3,7,6.7,16.8
9376150,3628,34.8,22.8,2.3,11.1,8.1,6.5,14.4
9376151,2971,39.5,14.9,1.3,13.2,8.3,5.8,17
9376153,3421,34.5,20.1,1.5,12.1,6.9,5.8,19.1
9376159,2146,39.1,13.7,1.9,13,7.7,5.4,19.2
9376160,1491,32.5,18.6,1.1,13.2,6.4,5.5,22.7
9376161,15833,34.1,22.6,2.5,14.4,7.8,6.5,12.1
9376162,999,34.2,15.4,2.7,11.8,6.6,5.9,23.4
9376163,4118,36.7,17.3,2,13.8,7.9,6.7,15.6
9376164,947,38.9,14,1.5,13.6,6.5,5.9,19.6
9376167,358,25.7,27.7,0.8,16.2,5.3,3.6,20.7
9376168,1359,31.3,21.8,1.3,15.7,10,6.5,13.4
9376169,1126,31.8,20.3,2.1,11.5,5.5,7.7,21.1
9376170,5054,28.9,27.9,2.7,12.8,7,7.6,13.1
9376171,1244,35.8,15.4,0.7,13,7.6,5.5,22
9376172,700,35.6,13.6,3,9.7,6,5.3,26.8
9376173,632,35.6,17.1,2.4,16,4,4.6,20.3
9376175,3322,30.5,22.7,2.2,14.3,7.7,6.7,15.9
9376176,303,35,15.8,1,12.2,7.9,4.3,23.8
9376178,922,39.3,14.5,0.8,11.3,7,4.6,22.5
9377112,2091,44,19.8,1.5,9.9,5.5,5.1,14.2
9377113,774,34.2,18.9,1.4,12.8,7.1,5.8,19.8
9377115,881,45.3,17.3,1.5,10,6.6,4.1,15.2
9377116,3155,33.2,24.8,1.9,9.3,6.5,7.1,17.2
9377117,690,43.2,16.4,1.7,5.1,7.5,8.7,17.4
9377118,872,34.3,24,2,11.8,5.8,6.4,15.7
9377119,1092,31.6,28.3,1.9,11.4,5.6,5.5,15.7
9377127,1185,37.6,20.2,1,14.1,6.1,4.9,16.1
9377128,976,39.7,16.9,1.6,8.8,6.2,8.6,18.2
9377129,3360,36,19.1,2.1,10.3,7.1,8.1,17.3
9377131,1200,39.2,17.1,2.2,11.4,5.3,3.9,20.9
9377132,1006,32.2,25.7,1.8,14.8,5.3,4.5,15.7
9377133,1512,35,16.6,2.5,14.2,6.7,5.5,19.5
9377137,726,38.3,14.3,1.7,13.9,7.2,4.1,20.5
9377139,1214,43.7,14.7,1.6,12.4,7.7,4.9,15
9377141,4218,32.8,24,2.4,12.6,7.3,5.5,15.4
9377142,960,39.2,17.6,1.8,9.3,6.4,6.6,19.1
9377143,1337,32.7,23.2,1.7,11.7,7.2,5.8,17.7
9377145,903,39.9,25.5,1.6,10.1,6.6,4.3,12
9377146,2186,41.9,22.2,1.6,8.3,7,5,14
9377148,1175,36.7,17.4,1.7,14.3,5.5,4.5,19.9
9377149,752,28.2,26.9,2,11.8,5.1,6,20
9377154,5592,38,20.5,2.1,9.7,7.1,8.3,14.3
9377157,2849,36.7,21.1,2.1,9.6,7.7,6,16.8
9377158,4037,38,21.1,2.2,11.3,6.3,6.5,14.6
9377159,2586,35.9,21.9,2.4,10.7,7.2,6.2,15.7
9461000,42504,26,18.9,5.3,7.8,9.9,22.9,9.2
9462000,41299,27.6,21.8,3.8,7.3,11.7,18.7,9.1
9463000,23008,26.3,25.3,3.8,7.9,10.6,15.9,10.2
9464000,22918,31.8,23.4,3.1,11.3,9.7,9.9,10.8
9471111,1339,38.7,13.7,2.4,13.4,9.3,9.7,12.8
9471115,2671,37.9,15.6,2.4,11,10.3,9.7,13.1
9471117,4016,35.6,18,2.5,11.6,9.4,11.4,11.5
9471119,2994,34.8,19,2.5,12.2,9.1,8.9,13.5
9471120,4535,42.8,11.9,1.8,13.2,8.6,6.8,14.9
9471122,830,36.6,11.7,1.9,19.3,8.1,5.2,17.2
9471123,2339,38,14.9,1.8,11.5,9.5,9.4,14.9
9471128,1036,40.8,17.5,2.5,9.9,9.1,8.8,11.4
9471131,3459,37.8,13.7,2.3,12.2,9.9,9.1,15
9471133,683,40.6,20.1,1.5,15.1,7.6,5.3,9.8
9471137,2382,34.6,19.8,2.8,9.9,9.9,12.5,10.5
9471140,5269,33.3,18.2,2.8,12.5,9.1,11.7,12.4
9471142,2397,43.2,16.8,1,11.3,8,6.2,13.5
9471145,8063,35.3,16.3,2,11.8,10.6,10.2,13.8
9471150,1829,42.5,12.1,1.8,15.4,6.9,8,13.3
9471151,949,48.5,8,0.7,11.9,6.4,6.7,17.8
9471152,774,40.3,13.4,1.9,13,7.8,5,18.6
9471154,1107,31.3,17.4,2.6,17.2,10.8,6.6,14.1
9471155,4224,33.8,21,2.4,10.9,8.2,11.4,12.3
9471159,5791,34.6,18.5,2.8,12.6,9.1,10.6,11.8
9471165,3090,34.5,18.8,2.3,15.5,9.3,7,12.6
9471169,1336,37,15.8,1.6,11.1,11.2,10.3,13
9471172,2004,35.3,12.7,1.7,13.9,9.9,9.6,16.9
9471173,947,35.6,20.1,2,15.5,9.6,5.9,11.3
9471174,3078,39.3,16.1,1.7,12,9.7,6.3,14.9
9471175,1395,41.9,16.9,2,10.5,9.1,6.8,12.8
9471185,4880,41.4,13.9,1.8,14.1,7.9,7.4,13.5
9471186,1244,37.9,14.1,1.9,16.3,8,6.3,15.5
9471189,953,51.4,7.1,2.5,15.8,6.9,3.5,12.8
9471191,4697,35.9,17.3,2.1,10.6,9,12.9,12.2
9471195,5039,34.7,18.3,2.6,12,10.3,9.9,12.2
9471207,2361,37.1,13.6,1.7,16.6,9.5,5.6,15.9
9471208,1690,32.9,16.2,2.5,13.7,10.4,11.1,13.2
9471209,480,59.6,10.6,0.2,12.9,4,2.3,10.4
9471214,3371,37.6,14.8,1.8,13.9,9.8,8.4,13.7
9471220,3561,43.7,11.7,1.7,13.8,8,6.3,14.8
9472111,1529,41.1,14.6,1.2,8.7,8.8,6.3,19.3
9472115,947,40.5,13.9,1.8,10.6,6.5,6.8,19.9
9472116,2433,34.6,24,2.1,11.9,7.5,7.8,12.1
9472118,1712,35.3,19.2,4,10.6,6.9,9.2,14.8
9472119,4738,33.9,22.6,2,10.3,10.2,9.6,11.4
9472121,1186,31,31.5,1.9,5.2,6.5,7,16.9
9472127,3204,39,20.4,1.9,10,7.6,10.1,11
9472131,3461,35.2,24.3,1.7,7,10.3,10.7,10.8
9472133,714,38.5,20.9,3.1,7,7.6,11.2,11.7
9472138,1208,38.2,16.1,1.2,13.2,7.9,6.1,17.3
9472139,2795,35.3,24.3,1.7,11,8.4,8.2,11.1
9472140,876,38.5,18.3,1.4,10.2,8.6,12,11
9472141,943,30.3,24,1.1,9.7,7,11.7,16.2
9472143,2473,33.5,26.4,2.1,8.5,7.7,10.1,11.7
9472146,663,34.4,24.7,2.7,6.3,8,10.3,13.6
9472150,2640,34.1,27.2,1.9,7.3,9.1,10.8,9.6
9472154,3378,43.1,16.8,1.8,10.2,7.2,7.5,13.4
9472155,1633,34.9,21.4,2.1,7.8,6.4,14.1,13.3
9472156,872,45.6,12.6,1.6,9.5,7,4.8,18.9
9472164,912,34.9,23.2,2.9,12.2,4.7,3.9,18.2
9472166,1094,36.6,29.8,1.8,5.3,8.2,11.2,7.1
9472167,2644,36.7,20.5,1.7,9.3,8.4,8.8,14.6
9472175,8514,36.9,21.9,2.2,8.9,8.4,10,11.7
9472176,594,44.4,12.6,1.5,9.4,6.7,9.4,16
9472177,822,39.7,19.6,2.3,8.3,9.7,7.1,13.3
9472179,3539,42.8,16,1.6,11.8,9.4,5.8,12.6
9472180,714,39.9,18.2,2.2,8.8,9.1,3.8,18
9472184,668,34.7,22,1.6,12.9,8.1,6.7,14
9472188,824,37.3,17.2,1.7,10.9,10.8,8.6,13.5
9472190,3594,33.4,22,1.7,11.7,8.3,6.1,16.8
9472197,2108,44,14.6,1.5,9.7,6.9,7.3,16
9472198,1404,35.4,22.8,1.7,12.7,7.7,7.1,12.6
9472199,3800,36.3,22.1,1.9,10.4,8.6,9.5,11.2
9473112,2802,30.4,28.4,2,7.8,9.6,9.8,12
9473120,2185,30.4,27,2.6,11.1,8.5,8.7,11.7
9473121,3683,31.7,27.3,2.6,11.3,7.8,7.2,12.1
9473132,1869,35.4,21.2,1.9,7.3,10.9,11.9,11.4
9473134,1922,30.3,25.2,1.6,10.5,6.8,10.5,15.1
9473138,1608,33.6,22,2.9,10,8.3,9.3,13.9
9473141,3105,30.2,25.1,2.1,10.9,9.4,10,12.3
9473144,2599,33.1,21.7,1.9,9,9.4,11,13.9
9473151,8790,29.7,26,2.2,15.8,8.2,6.4,11.7
9473153,1062,30.5,29.1,2.9,8.1,8.8,10.5,10.1
9473158,3960,28.4,25.7,3,9.8,7.9,10.4,14.8
9473159,7880,28.4,24.9,2.7,11,9.5,9.8,13.7
9473165,2658,37.9,18.2,2.1,8.6,9.1,7.6,16.5
9473166,2992,34.2,27.4,2.3,8.7,8.6,6.8,12
9473170,2824,28.8,28.8,2.3,8.4,8.6,10.7,12.4
9473174,1906,31.7,25.6,2.5,12.1,8.8,7.2,12.1
9473175,3331,29.1,25.5,2.7,11,8.8,11.4,11.5
9474119,1477,34.3,18.8,2.3,5.5,9.6,16.7,12.8
9474121,4401,36.9,16.2,2.5,9.9,9.8,11.3,13.4
9474122,1827,36.5,15.5,1.1,9.5,10.5,13.4,13.5
9474123,4371,39,14.9,2.7,9,9.1,11.1,14.2
9474124,1361,35,14.5,2.7,11.1,8.2,11.8,16.7
9474126,18517,32.2,19.5,3.1,8.8,10.5,13.9,12
9474129,2717,42.2,14.8,2.1,10.6,6.8,6.7,16.8
9474132,2724,33.5,19.3,2.5,9.9,7.9,12.4,14.5
9474133,2895,39.4,15.9,2.1,11,8.2,9.2,14.2
9474134,2619,37.2,18.5,2,8.1,9.7,12.9,11.6
9474135,3598,38.5,17.4,1.7,7.5,9.4,11.4,14.1
9474137,992,43.9,13.4,2.2,5.8,7.8,14.8,12.1
9474138,1100,35.9,15.3,1.8,10.6,8.3,9.5,18.6
9474140,3376,34.2,17.6,2.2,9.2,8.8,14.6,13.4
9474143,1565,39.6,19.5,2.4,8.1,8.2,10.2,12
9474144,1045,38.2,15,2.5,8.3,8.3,15.5,12.2
9474145,968,44.4,14.2,1.9,10.3,7.4,9.9,11.9
9474146,2182,37.4,18.4,1.5,5.9,10.9,15.6,10.3
9474147,1187,44.1,13.9,2.4,9.5,7.5,8.3,14.3
9474154,5539,34.7,19.1,2.4,7.3,10.2,16.8,9.5
9474156,1499,43,11.9,1.3,12.5,7.8,5.9,17.6
9474158,1308,39.7,15.1,1.8,7.6,9.6,10.1,16.1
9474160,1116,39.2,17.4,2.6,5.8,7.8,16.2,11
9474161,1661,37.5,16.4,1.7,11.1,8.4,11.6,13.3
9474168,749,40.2,16.6,1.9,9.7,7.5,9.6,14.5
9474171,1351,39.3,15.7,1.9,12.4,7.6,8.5,14.6
9474173,774,28,22.2,2.1,12.3,7.8,15.2,12.4
9474175,1132,35.3,17,1.5,8.7,9.5,13.5,14.5
9474176,1607,39.7,14.1,2.7,10.6,5.6,10.1,17.2
9475112,2353,38.2,25.8,1.9,7.9,7.1,7.8,11.3
9475113,1391,33.4,24.2,2.2,11.9,8.8,4.5,15
9475120,2614,35.7,23.1,1.7,11.8,9.7,8.1,9.9
9475123,1801,38.5,19.9,2.1,12,6.9,6.8,13.8
9475127,724,32.6,19.9,2.6,10.8,9.5,7.3,17.3
9475128,1858,36.6,29.3,2.2,8.3,6,5.7,11.9
9475136,5236,32.5,25,2.1,12.7,8.9,6.8,12
9475137,689,34.4,24.2,1.5,11.5,9.1,6.8,12.5
9475141,1702,37,21,1.8,10.9,9.9,7.7,11.7
9475142,2113,37,21.9,1.9,10.7,9.2,7.4,11.9
9475145,857,34.7,27.2,1.3,9.7,8.9,7,11.2
9475146,715,33,24.6,3.6,11.5,6.3,7.8,13.2
9475154,6018,32.1,28,2.2,9.4,8.4,8.9,11
9475156,4718,34.2,22.9,2.5,11.1,7.8,7.5,14
9475158,3184,33.1,20.7,2.5,12.9,10.1,8.7,12
9475161,1613,36.6,17.6,2.2,12.5,9.9,7.6,13.6
9475162,5420,32.2,22.9,2.5,14.3,8.1,7,13
9475165,1278,35.1,23.9,1.6,13.1,7.6,7,11.7
9475168,4207,31.4,24.7,2.9,11.2,8.5,8.9,12.4
9475169,2839,39.3,25.8,1.5,11.8,6.8,3.8,11
9475171,2679,34.9,26.2,2.1,10.5,7.8,6.7,11.8
9475174,1098,36,28.1,1.5,11.3,7.2,8.3,7.6
9475175,1546,34.9,21.4,1.6,11.6,8.5,5.7,16.3
9475181,748,40.2,18.6,1.7,11.1,9.6,6.8,12
9475182,939,37.7,20.7,1.3,13,8.3,5.2,13.8
9475184,830,34.5,24,1.7,12.3,6.4,7.8,13.3
9475189,1230,35.4,24.5,1.3,12.4,8.5,6.3,11.6
9476145,10220,36.7,23.1,2.6,10.1,8.5,8.5,10.5
9476146,4770,30,27.9,2.6,12.1,8.4,5.8,13.2
9476152,2010,29.7,31.9,2,12.6,7.5,3.7,12.6
9476154,1817,31.2,27.4,1.9,10.3,7.8,9.1,12.3
9476159,1164,32,27.7,2.9,9.8,7.2,5.2,15.2
9476164,2590,41.9,21.4,1.4,12.5,7.5,4.7,10.6
9476166,450,28.4,36.2,1.1,12,5.6,3.8,12.9
9476171,687,34.8,28.4,2.9,11.6,7.7,2.6,12
9476175,2048,40.2,25.9,1.2,10.8,7.7,3,11.2
9476177,2356,45.1,18.7,1.5,10.2,6.9,5.6,12
9476178,3329,38.7,20.9,1.5,12.1,8.7,6.2,11.9
9476179,1256,22,39.8,2.5,12.5,8.3,5.7,9.2
9476180,1400,35.9,24.1,2.3,14.6,7.1,3.8,12.2
9476182,354,42.9,18.6,0.6,20.1,6.8,2.5,8.5
9476183,2495,28.7,28.1,2,11.9,7.3,8.5,13.5
9476184,1790,46,21.8,1.1,9,6,4.5,11.6
9476185,1878,30.9,28.4,2,12.8,7.1,7.2,11.6
9476189,2504,49,18.8,1.4,10.4,4.9,6.1,9.4
9477117,583,36.2,22.1,2.4,13.4,7.9,6.9,11.1
9477118,350,34.6,26,1.1,9.4,6.9,6.9,15.1
9477119,689,35.1,24.8,1.5,9,4.8,11.3,13.5
9477121,2072,35.8,21.6,2.4,8.5,7.7,9.9,14.1
9477124,1632,34,20,2.8,9.4,8.9,11.2,13.7
9477127,1073,37,18.5,1.6,9.6,6.8,7.6,18.9
9477128,16038,31.2,25.4,2.8,9.5,8.9,11.2,11
9477129,720,33.9,21.7,1.1,14.9,7.8,7.6,13
9477135,709,34.7,27.2,2.5,8.3,8.6,5.9,12.8
9477136,4023,30.5,21.9,2.6,11.9,8.6,9,15.5
9477138,2046,42.4,18.9,1.7,14.1,6.4,4.5,12
9477139,955,31.1,26.4,2.2,12.4,6.3,5.7,15.9
9477142,2629,33.6,21.9,1.6,8,8.7,9.9,16.3
9477143,1898,30.1,26.2,2.6,10.2,6.9,10.9,13.1
9477148,1195,40.1,20.6,1.7,13.2,4.8,6.2,13.4
9477151,671,36.1,23.1,1.6,12.1,7,5.2,14.9
9477156,2000,38.6,18.9,2,13.3,7.2,6.6,13.4
9477157,2828,38.3,20.6,2.8,8.3,7,9.9,13.1
9477158,1143,34.8,22.5,2.5,10.4,8.5,10,11.3
9477159,1268,30.2,26.1,1.3,12.6,10.1,7.4,12.3
9477163,1140,32.8,23.9,1.8,11,5.8,8.9,15.8
9477164,781,43,14.5,1.8,7.2,8.1,6.9,18.5
9478111,3364,33,22.2,2.2,14.2,7.5,7.3,13.6
9478116,3862,35,21.6,2.7,10.1,8.3,9.7,12.6
9478120,3773,40.7,15,1.8,11.7,8.3,8.1,14.4
9478127,1092,38.7,18.9,2.3,10.7,8.8,5.8,14.8
9478139,11803,34.4,20.8,2.3,11.7,8.5,9.6,12.7
9478143,746,38.5,19.2,2.3,14.1,6,8,11.9
9478144,977,35.5,23.2,1.9,12.9,8.1,6.6,11.8
9478145,3897,33.9,23.7,1.8,13.2,8,6.4,13
9478155,2032,32.3,27.9,2.1,11.3,7.8,6.5,12.1
9478165,7063,38.9,16.8,1.8,10,8.1,9.5,14.9
9478176,3137,47.2,13.1,1.7,10.4,8.1,5.8,13.7
9479111,574,33.8,21.3,2.3,12.9,10.1,9.2,10.4
9479112,3025,31.1,26.6,1.9,14.4,6.4,6.3,13.3
9479126,783,31.8,28.1,1.8,8.9,6.5,8.6,14.3
9479127,893,28.8,31.5,1.8,12.4,6.4,6.9,12.2
9479129,2070,34.4,27.4,2.7,11.4,6.4,5.4,12.3
9479135,3652,31.1,31.2,1.9,10.6,6.1,7,12.1
9479136,18686,31.6,25,3,12.6,8.6,7.4,11.8
9479138,1160,33.4,16.9,1.8,16.6,5.2,6.3,19.8
9479145,1315,29.5,31.6,2.4,12.5,6.3,4.3,13.4
9479147,650,38,24,0.8,14.8,6.3,4.6,11.5
9479150,1986,32.4,28.8,1.6,10.2,7.8,6.9,12.3
9479152,17244,31.9,25.6,2.5,11.2,9,7.4,12.4
9479158,1218,36,26,1.6,10.3,8.5,6.7,10.9
9479159,788,26.4,26.3,2.4,11.3,8.4,7.1,18.1
9479161,1538,29,25.9,2.5,13.5,8.5,5.4,15.2
9479166,2073,33.8,26.5,1.4,9.6,8.7,8,12
9479169,5235,33.6,22.8,3.1,12.6,8,8.6,11.3
9561000,21974,28.7,21.9,3.7,11.3,8.4,13.9,12.1
9562000,62256,23.8,20.1,5.2,5.4,10.5,26.2,8.8
9563000,64324,24.1,23.1,5.2,8.7,9.8,18.9,10.2
9564000,250208,26.5,21.7,5.1,7.9,9.6,19.3,9.9
9565000,22991,29.6,21.9,3.1,8.9,9.9,15.1,11.5
9571111,655,36.5,17.1,2.7,11.6,8.6,6.3,17.2
9571113,1439,42.6,14.6,2.1,8.8,7.4,8.1,16.4
9571114,1969,37.3,15.6,1.7,10.7,8.1,11.1,15.5
9571115,3576,36.8,16.7,2.7,11.3,8,9.1,15.4
9571122,615,31.9,23.4,3.6,8.5,7.6,10.2,14.8
9571125,667,33.9,13.9,2.5,10.3,10.9,9.6,18.9
9571127,2354,34.5,19.3,1.8,10.4,8.3,11.1,14.6
9571128,719,33.5,15.4,1.4,11.4,7.9,7.4,23
9571130,1412,33.1,17.1,2.4,10.1,7.5,12.7,17.1
9571132,1506,38.6,17.2,1.2,13.4,6.6,8.4,14.6
9571134,694,30.1,20.6,3.6,11.4,6.5,9.4,18.4
9571135,3467,33.2,17.8,1.9,9.7,9.7,11.1,16.6
9571136,7243,31.9,19.9,2.5,8.3,10.4,13.7,13.3
9571137,877,36,16.8,3.1,12.9,7.9,9,14.3
9571139,1607,34.7,19.3,2.5,12.9,7.7,9.5,13.4
9571141,1275,37.4,15.6,2,10.8,6,8.2,20
9571145,6943,31.8,19.8,2.4,10.8,8.8,11.4,15
9571146,1609,32.2,19.2,2.2,13.5,7.3,10.3,15.3
9571152,1127,28.5,20.8,3.7,8.6,8.8,12.2,17.4
9571154,632,42.1,15.5,1.4,8.5,9.3,9.8,13.4
9571155,916,37.8,14.6,1.9,8.7,8,8.6,20.4
9571165,5675,30,20.7,3.3,8.9,8.1,15.4,13.6
9571166,5169,37.2,17.1,1.9,9.5,7.7,12,14.6
9571169,734,34.2,15,2,12.4,8.2,11.7,16.5
9571170,1400,35.5,20.1,1.1,10.6,9.4,7.9,15.4
9571171,1793,34.4,18.7,3.1,10.5,8.6,10.2,14.5
9571174,3529,32.5,17.2,2.2,11.8,9.7,10.7,15.9
9571175,2436,34.2,20.9,2.5,9.7,7.8,12.2,12.7
9571177,1925,30.3,16.9,2.3,10.9,10.6,11.1,17.9
9571178,1094,47.1,16.1,0.4,12.4,6.9,5.4,11.7
9571179,963,32,20.7,3,15.2,9.4,8.2,11.5
9571180,4418,29.1,22.4,2.8,8.1,8,16.3,13.3
9571181,1362,30.5,21.4,2.9,9.3,9,12.9,14
9571183,1032,30.6,17.3,3.3,10.2,9.6,12.1,16.9
9571188,423,35.2,13.5,1.7,10.4,10.4,9.7,19.1
9571189,1041,34.1,14,1.8,10.2,6.5,10.8,22.6
9571190,3277,32.5,21.2,2.3,10.3,7.7,12.9,13.1
9571192,497,35.4,18.9,2.2,8.2,10.9,10.3,14.1
9571193,6205,27.2,24.4,3.9,8.2,10,13.6,12.7
9571194,838,35.7,16.7,3.5,11.1,5,11.8,16.2
9571196,2394,35.7,18.8,2.1,8,7.5,13.5,14.4
9571198,1509,30,20.8,3,10.5,8.6,10.3,16.8
9571199,2274,28.8,20.8,2.2,12.2,9.4,10.5,16.1
9571200,1689,30.4,24.7,2.7,12.7,9.2,8.2,12.1
9571205,843,37.1,18.5,3.6,9.5,7.4,7.5,16.4
9571208,567,35.5,15.9,2.8,10.8,10.6,7.1,17.3
9571214,3299,34.7,20.4,2.5,10.4,8.6,10.3,13.1
9571216,1365,31.7,19.2,3.1,6.8,7.5,16.5,15.2
9571217,1947,35.7,15.5,2.7,6.4,10.1,14.8,14.8
9571218,909,38.2,16.8,1.2,8.7,8,9.2,17.9
9571222,585,30.9,18.3,2.2,14.7,8.5,9.1,16.3
9571223,874,37.6,16,1.9,13.3,6.2,7.4,17.6
9571224,1302,38.8,15.4,2.8,12.1,7.8,8.8,14.3
9571225,725,36.8,14.5,3.2,8.1,7,13.1,17.3
9571226,3555,36.2,18.5,2.7,10.2,7.9,10.5,14
9571227,857,39.4,14.7,1.4,11.2,9.8,8.4,15.1
9571228,984,36.7,16.4,2.5,12.6,7.3,11.4,13.1
9571229,1947,36.5,15.9,1.2,10.1,10.1,9.7,16.5
9572111,5461,31.3,21.6,2.4,9.5,9.7,11.5,14
9572114,1943,34.6,19.1,2.8,8.6,10.6,13.4,10.9
9572115,5066,29.6,20,3.2,8.3,10.5,18.3,10.1
9572119,2981,28.7,19.6,4,4.9,11.3,23.3,8.2
9572120,2076,22.6,19.7,4.8,4.1,8.4,32.9,7.5
9572121,9583,34.1,19,2.5,7.9,10.2,15.9,10.4
9572126,939,39.8,14,1.8,9.6,8.3,13.1,13.4
9572127,1699,37,19.5,1.6,5.7,9.1,17,10.1
9572130,3426,28.9,23.4,3.2,8.1,10.7,14.3,11.4
9572131,5507,30.5,20,2.9,7,11.3,19.2,9.1
9572132,13851,32.1,21,2.8,7.1,11,15.7,10.3
9572133,2290,39.1,17.7,2,7.8,10.2,13,10.2
9572135,8646,33.8,17.2,2.7,11.3,9.4,11.7,13.9
9572137,2206,34.1,16.5,2.7,6.5,10.8,18.4,11
9572139,1356,29.6,19.8,3.2,12.5,7.3,11,16.6
9572141,1136,36,14.5,1.9,5.6,13.6,19.8,8.6
9572142,3284,29.1,18.8,2.3,5.4,11.4,24.5,8.5
9572143,1166,32.3,16.5,2.4,13.1,8.2,9.2,18.3
9572147,809,34.4,14.5,2.7,9.8,12.2,15,11.4
9572149,3173,33.9,19.2,2.6,8.9,10.4,14.4,10.6
9572154,1470,28.6,18.7,2.7,3.4,12,28,6.6
9572158,3263,28.6,21.2,3.4,4.8,9.7,24.3,8
9572159,1063,35.1,13.7,4,14.6,7.8,10.3,14.5
9572160,1329,37.2,14,2.2,11.7,9.7,7.6,17.6
9572164,4174,33.9,17.9,2.3,7.9,10.6,14.2,13.2
